client_id,segment,avg_monthly_balance,txn_frequency_monthly
CLTIND00885,dormant,19285.38,11
CLTIND00886,dormant,1346.62,10
CLTIND00888,dormant,9440.04,18
CLTIND00891,dormant,5092.6,8
CLTIND00892,dormant,2290.86,10
CLTIND00893,dormant,6703.72,11
CLTIND00894,dormant,2374.12,10
CLTIND00895,dormant,1807.49,1
CLTIND00896,dormant,4898.68,14
CLTIND00897,dormant,3536.35,8
CLTIND00898,dormant,1429.53,6
CLTIND00899,dormant,3560.23,10
CLTIND00900,dormant,9188.63,28
CLTIND00901,dormant,8384.91,9
CLTIND00902,dormant,4004.27,4
CLTIND00903,dormant,7267.01,12
CLTIND00904,dormant,11392.16,10
CLTIND00905,dormant,4204.66,8
CLTIND00907,dormant,58536.24,12
CLTIND00909,dormant,2217.65,12
CLTIND00910,dormant,1578.44,9
CLTIND00911,dormant,2033.52,12
CLTIND00912,dormant,4939.85,7
CLTIND00913,dormant,13887.3,17
CLTIND00914,dormant,8977.47,13
CLTIND00915,dormant,2044.16,20
CLTIND00916,dormant,1822.16,13
CLTIND00917,dormant,4421.59,16
CLTIND00918,dormant,25992.0,10
CLTIND00919,dormant,2971.4,13
CLTIND00920,dormant,271.12,9
CLTIND00921,dormant,7913.48,11
CLTIND00922,dormant,19122.42,12
CLTIND00924,dormant,16308.35,7
CLTIND00925,dormant,3964.5,10
CLTIND00926,dormant,2517.37,6
CLTIND00927,dormant,3306.69,16
CLTIND00928,dormant,4196.55,5
CLTIND00929,dormant,974.22,2
CLTIND00930,dormant,1983.04,7
CLTIND00931,dormant,467.94,10
CLTIND00932,dormant,1663.8,2
CLTIND00933,dormant,12019.79,16
CLTIND00934,dormant,8793.49,18
CLTIND00936,dormant,2873.23,10
CLTIND00937,dormant,1297.85,7
CLTIND00938,dormant,4423.38,19
CLTIND00939,dormant,10133.86,14
CLTIND00940,dormant,3251.46,18
CLTIND00941,dormant,5510.27,27
CLTIND00942,dormant,495.46,9
CLTIND00943,dormant,31665.74,6
CLTIND00945,dormant,730.45,3
CLTIND00946,dormant,8503.43,29
CLTIND00947,dormant,1458.21,9
CLTIND00951,dormant,4003.05,6
CLTIND00952,dormant,6319.01,14
CLTIND00954,dormant,842.43,10
CLTIND00956,dormant,5557.66,7
CLTIND00959,dormant,4179.18,16
CLTIND00960,dormant,971.82,10
CLTIND00961,dormant,9340.81,11
CLTIND00963,dormant,2613.75,8
CLTIND00964,dormant,3400.03,8
CLTIND00966,dormant,2608.72,7
CLTIND00967,dormant,1081.37,4
CLTIND00968,dormant,1703.17,16
CLTIND00969,dormant,11654.95,8
CLTIND00972,dormant,2744.37,4
CLTIND00973,dormant,338.8,11
CLTIND00974,dormant,2683.11,16
CLTIND00975,dormant,606.4,4
CLTIND00976,dormant,1957.03,11
CLTIND00977,dormant,830.59,7
CLTIND00978,dormant,3301.84,15
CLTIND00979,dormant,2683.2,17
CLTIND00980,dormant,17746.44,15
CLTIND00981,dormant,40744.5,11
CLTIND00982,dormant,983.46,21
CLTIND00984,dormant,1506.43,14
CLTIND00985,dormant,2788.01,22
CLTIND00987,dormant,946.86,9
CLTIND00988,dormant,3162.13,5
CLTIND00989,dormant,2017.38,4
CLTIND00990,dormant,16485.07,14
CLTIND00991,dormant,22292.06,19
CLTIND00993,dormant,1834.53,8
CLTIND00994,dormant,6019.41,8
CLTIND00995,dormant,7193.76,7
CLTIND00996,dormant,15490.72,11
CLTIND00997,dormant,1209.42,12
CLTIND00998,dormant,852.8,4
CLTIND00999,dormant,4989.08,9
CLTIND01000,dormant,2815.41,11
CLTIND01001,dormant,1466.05,13
CLTIND01002,dormant,7254.87,10
CLTIND01004,dormant,5174.81,20
CLTIND01006,dormant,2062.95,15
CLTIND01007,dormant,39255.19,4
CLTIND01008,dormant,1225.27,4
CLTIND01009,dormant,7023.52,5
CLTIND01010,dormant,6065.33,23
CLTIND01011,dormant,1347.51,12
CLTIND01013,dormant,56875.09,7
CLTIND01015,dormant,1109.05,16
CLTIND01016,dormant,1579.72,6
CLTIND01018,dormant,1621.63,8
CLTIND01019,dormant,9908.5,13
CLTIND01020,dormant,1798.67,8
CLTIND01021,dormant,4391.64,7
CLTIND01023,dormant,3431.98,17
CLTIND01024,dormant,45266.85,10
CLTIND01025,dormant,4085.22,6
CLTIND01027,dormant,1810.7,10
CLTIND01028,dormant,1881.72,13
CLTIND01029,dormant,1626.24,12
CLTIND01030,dormant,12605.72,12
CLTIND01031,dormant,464.8,10
CLTIND01032,dormant,2442.22,10
CLTIND01033,dormant,8077.69,11
CLTIND01035,dormant,1300.43,16
CLTIND01036,dormant,1543.11,12
CLTIND01038,dormant,15188.18,17
CLTIND01040,dormant,3482.07,12
CLTIND01041,dormant,4234.47,5
CLTIND01042,dormant,1148.57,9
CLTIND01043,dormant,3456.1,8
CLTIND01044,dormant,14720.91,4
CLTIND01046,dormant,6076.38,16
CLTIND01047,dormant,26028.57,1
CLTIND01048,dormant,5011.9,12
CLTIND01049,dormant,5004.93,13
CLTIND01050,dormant,185.27,5
CLTIND01051,dormant,1970.5,12
CLTIND01052,dormant,18178.51,6
CLTIND01054,dormant,4129.43,12
CLTIND01056,dormant,1621.43,4
CLTIND01058,dormant,827.1,8
CLTIND01059,dormant,2361.6,21
CLTIND01062,dormant,1742.28,18
CLTIND01064,dormant,284.37,10
CLTIND01065,dormant,28653.92,13
CLTIND01067,dormant,10290.23,13
CLTIND01069,dormant,18762.72,14
CLTIND01072,dormant,1325.83,7
CLTIND01073,dormant,1328.14,20
CLTIND01074,dormant,1796.76,14
CLTIND01075,dormant,3449.28,5
CLTIND01076,dormant,414.02,8
CLTIND01077,dormant,1167.6,10
CLTIND01078,dormant,2791.28,14
CLTIND01079,dormant,2133.28,9
CLTIND01080,dormant,6813.36,23
CLTIND01081,dormant,1254.48,12
CLTIND01084,dormant,3385.94,8
CLTIND01087,dormant,8549.9,19
CLTIND01089,dormant,1611.36,6
CLTIND01090,dormant,2569.85,13
CLTIND01092,dormant,2088.92,18
CLTIND01093,dormant,5780.11,9
CLTIND01094,dormant,2922.95,11
CLTIND01095,dormant,2597.54,12
CLTIND01096,dormant,11187.35,16
CLTIND01097,dormant,9425.14,8
CLTIND01098,dormant,23328.99,21
CLTIND01099,dormant,2308.88,6
CLTIND01100,dormant,3929.46,11
CLTIND01101,dormant,5731.43,7
CLTIND01102,dormant,31088.21,30
CLTIND01103,dormant,616.5,11
CLTIND01104,dormant,1187.64,6
CLTIND01105,dormant,2731.83,11
CLTIND01106,dormant,743.04,15
CLTIND01109,dormant,3374.48,18
CLTIND01111,dormant,731.91,8
CLTIND01112,dormant,6600.47,21
CLTIND01114,dormant,6006.3,11
CLTIND01115,dormant,357.13,6
CLTIND01117,dormant,6822.21,17
CLTIND01118,dormant,3233.43,8
CLTIND01120,dormant,5954.49,15
CLTIND01122,dormant,1977.36,14
CLTIND01124,dormant,1440.15,8
CLTIND01125,dormant,6573.21,7
CLTIND01130,dormant,6537.95,7
CLTIND01131,dormant,7394.39,7
CLTIND01132,dormant,11057.46,11
CLTIND01134,dormant,6541.16,8
CLTIND01135,dormant,2342.02,11
CLTIND01137,dormant,34762.4,8
CLTIND01139,dormant,770.87,12
CLTIND01143,dormant,1202.45,18
CLTIND01144,dormant,5131.61,16
CLTIND01145,dormant,1166.89,13
CLTIND01146,dormant,1260.25,10
CLTIND01147,dormant,2594.2,6
CLTIND01148,dormant,1959.25,7
CLTIND01149,dormant,2355.07,3
CLTIND01151,dormant,947.51,21
CLTIND01152,dormant,2423.53,6
CLTIND01153,dormant,2150.84,5
CLTIND01154,dormant,859.07,12
CLTIND01155,dormant,5389.63,12
CLTIND01156,dormant,180.79,7
CLTIND01157,dormant,6220.25,7
CLTIND01158,dormant,1632.61,17
CLTIND01159,dormant,1105.98,7
CLTIND01161,dormant,4314.16,16
CLTIND01162,dormant,9912.98,15
CLTIND01164,dormant,2934.18,19
CLTIND01165,dormant,1153.23,5
CLTIND01166,dormant,43430.16,8
CLTIND01167,dormant,2001.14,8
CLTIND01168,dormant,3889.29,22
CLTIND01170,dormant,11933.3,16
CLTIND01171,dormant,1651.53,8
CLTIND01172,dormant,1421.4,7
CLTIND01174,dormant,1335.51,9
CLTIND01175,dormant,6329.71,9
CLTIND01176,dormant,15159.91,19
CLTIND01177,dormant,2704.5,15
CLTIND01178,dormant,4139.1,15
CLTIND01179,dormant,5686.39,20
CLTIND01180,dormant,1572.76,9
CLTIND01181,dormant,9744.04,10
CLTIND01182,dormant,3264.5,18
CLTIND01183,dormant,939.94,14
CLTIND01184,dormant,3765.82,8
CLTIND01185,dormant,1124.69,12
CLTIND01186,dormant,5322.05,9
CLTIND01187,dormant,3151.17,15
CLTIND01188,dormant,14192.03,5
CLTIND01189,dormant,5364.78,19
CLTIND01190,dormant,5141.38,12
CLTIND01191,dormant,6195.6,8
CLTIND01192,dormant,15801.8,29
CLTIND01193,dormant,13141.37,13
CLTIND01194,dormant,7820.37,17
CLTIND01197,dormant,17577.38,10
CLTIND01198,dormant,7087.81,10
CLTIND01199,dormant,4413.16,10
CLTIND01200,dormant,3730.74,23
CLTIND01201,dormant,969.04,11
CLTIND01202,dormant,1687.21,9
CLTIND01203,dormant,943.84,11
CLTIND01204,dormant,20895.46,8
CLTIND01205,dormant,1938.91,8
CLTIND01206,dormant,4893.38,20
CLTIND01207,dormant,2229.23,12
CLTIND01208,dormant,3035.38,7
CLTIND01209,dormant,2799.77,13
CLTIND01210,dormant,695.09,7
CLTIND01211,dormant,42922.86,7
CLTIND01212,dormant,5281.48,9
CLTIND01214,dormant,13434.66,16
CLTIND01216,dormant,707.6,4
CLTIND01217,dormant,1965.42,26
CLTIND01218,dormant,15169.31,13
CLTIND01219,dormant,282.41,6
CLTIND01221,dormant,627.31,5
CLTIND01222,dormant,3791.57,5
CLTIND01223,dormant,245.21,13
CLTIND01224,dormant,3113.43,11
CLTIND01225,dormant,2376.66,6
CLTIND01226,dormant,883.42,17
CLTIND01227,dormant,16549.85,12
CLTIND01229,dormant,445.24,8
CLTIND01230,dormant,11493.03,3
CLTIND01231,dormant,7234.5,14
CLTIND01233,dormant,4659.13,8
CLTIND01234,dormant,28737.63,9
CLTIND01235,dormant,6009.81,23
CLTIND01236,dormant,1478.26,8
CLTIND01237,dormant,17628.84,17
CLTIND01238,dormant,3351.41,15
CLTIND01239,dormant,13756.41,3
CLTIND01240,dormant,5521.23,6
CLTIND01241,dormant,445.65,7
CLTIND01242,dormant,5084.88,7
CLTIND01243,dormant,22463.11,18
CLTIND01244,dormant,6130.18,16
CLTIND01245,dormant,7727.63,8
CLTIND01246,dormant,1118.29,19
CLTIND01247,dormant,8105.95,19
CLTIND01249,dormant,2875.56,6
CLTIND01250,dormant,4653.62,21
CLTIND01251,dormant,7865.77,13
CLTIND01253,dormant,10226.62,8
CLTIND01254,dormant,21873.59,22
CLTIND01255,dormant,5474.52,17
CLTIND01256,dormant,10254.81,17
CLTIND01257,dormant,8725.36,20
CLTIND01258,dormant,973.71,12
CLTIND01260,dormant,5648.53,10
CLTIND01261,dormant,11747.83,20
CLTIND01265,dormant,26025.05,29
CLTIND01266,dormant,2704.93,9
CLTIND01267,dormant,5077.44,15
CLTIND01269,dormant,650.94,8
CLTIND01270,dormant,659.21,18
CLTIND01271,dormant,1247.52,11
CLTIND01272,dormant,3223.94,10
CLTIND01273,dormant,1589.69,10
CLTIND01274,dormant,1495.09,5
CLTIND01276,dormant,2263.76,18
CLTIND01278,dormant,3366.46,6
CLTIND01280,dormant,2230.74,9
CLTIND01281,dormant,18395.67,15
CLTIND01282,dormant,2250.03,13
CLTIND01283,dormant,16189.2,11
CLTIND01284,dormant,3634.93,17
CLTIND01285,dormant,3176.95,16
CLTIND01286,dormant,5830.61,14
CLTIND01287,dormant,5036.94,7
CLTIND01288,dormant,5585.35,20
CLTIND01289,dormant,11260.34,13
CLTIND01290,dormant,1041.08,17
CLTIND01291,dormant,1937.64,15
CLTIND01292,dormant,1846.53,11
CLTIND01294,dormant,4450.84,7
CLTIND01295,dormant,1368.79,6
CLTIND01296,dormant,1648.07,12
CLTIND01297,dormant,3060.81,10
CLTIND01298,dormant,5221.1,8
CLTIND01299,dormant,1540.76,14
CLTIND01300,dormant,2141.75,13
CLTIND01301,dormant,2473.13,12
CLTIND01302,dormant,19610.66,12
CLTIND01303,dormant,2560.38,13
CLTIND01304,dormant,11350.09,12
CLTIND01305,dormant,2058.56,15
CLTIND01306,dormant,8301.75,13
CLTIND01308,dormant,649.74,6
CLTIND01310,dormant,3002.93,8
CLTIND01311,dormant,18111.92,11
CLTIND01312,dormant,17132.41,11
CLTIND01313,dormant,2738.38,6
CLTIND01315,dormant,1078.58,12
CLTIND01316,dormant,37462.97,15
CLTIND01317,dormant,2888.17,15
CLTIND01318,dormant,3909.97,4
CLTIND01319,dormant,7099.48,18
CLTIND01320,dormant,1000.32,18
CLTIND01322,dormant,10613.77,15
CLTIND01323,dormant,15614.32,13
CLTIND01324,dormant,2552.42,3
CLTIND01325,dormant,701.83,3
CLTIND01326,dormant,3145.96,9
CLTIND01327,dormant,8431.89,18
CLTIND01329,dormant,2166.08,7
CLTIND01330,dormant,3264.53,8
CLTIND01331,dormant,10786.67,7
CLTIND01334,dormant,2269.83,10
CLTIND01336,dormant,1456.35,6
CLTIND01338,dormant,6016.91,6
CLTIND01339,dormant,1927.67,20
CLTIND01340,dormant,3241.17,11
CLTIND01341,dormant,9901.61,13
CLTIND01343,dormant,4063.73,16
CLTIND01344,dormant,3521.62,9
CLTIND01345,dormant,315.24,3
CLTIND01346,dormant,4104.56,10
CLTIND01348,dormant,24000.02,10
CLTIND01349,dormant,1840.79,11
CLTIND01350,dormant,343.25,4
CLTIND01351,dormant,9410.61,5
CLTIND01352,dormant,1582.54,7
CLTIND01353,dormant,12529.67,13
CLTIND01354,dormant,13063.17,14
CLTIND01355,dormant,6520.5,15
CLTIND01356,dormant,5567.78,5
CLTIND01357,dormant,1885.74,6
CLTIND01358,dormant,30281.24,15
CLTIND01360,dormant,20374.25,16
CLTIND01362,dormant,10101.13,8
CLTIND01363,dormant,4270.23,6
CLTIND01364,dormant,6479.43,19
CLTIND01365,dormant,1578.76,6
CLTIND01366,dormant,4036.93,10
CLTIND01367,dormant,5830.48,3
CLTIND01368,dormant,817.5,8
CLTIND01370,dormant,3423.61,21
CLTIND01371,dormant,6416.46,16
CLTIND01372,dormant,4775.65,10
CLTIND01374,dormant,2791.18,18
CLTIND01375,dormant,1476.23,10
CLTIND01376,dormant,6376.54,7
CLTIND01379,dormant,639.59,5
CLTIND01380,dormant,5552.53,7
CLTIND01381,dormant,5374.14,14
CLTIND01382,dormant,4463.55,5
CLTIND01383,dormant,29585.65,4
CLTIND01384,dormant,6940.86,12
CLTIND01385,dormant,35673.87,15
CLTIND01386,dormant,1661.67,9
CLTIND01387,dormant,1653.76,8
CLTIND01388,dormant,10718.93,7
CLTIND01389,dormant,2425.21,10
CLTIND01390,dormant,4590.34,13
CLTIND01391,dormant,1861.74,17
CLTIND01392,dormant,3223.12,8
CLTIND01393,dormant,15117.44,15
CLTIND01394,dormant,3669.14,17
CLTIND01395,dormant,5085.09,31
CLTIND01397,dormant,933.61,11
CLTIND01398,dormant,23398.07,21
CLTIND01399,dormant,5218.64,7
CLTIND01400,dormant,9088.37,11
CLTIND01401,dormant,2986.37,24
CLTIND01402,dormant,17609.43,12
CLTIND01403,dormant,5448.57,9
CLTIND01405,dormant,2082.06,11
CLTIND01406,dormant,14867.92,11
CLTIND01407,dormant,4983.24,7
CLTIND01409,dormant,2184.79,12
CLTIND01410,dormant,3464.38,20
CLTIND01411,dormant,2649.53,11
CLTIND01412,dormant,2182.86,11
CLTIND01414,dormant,1796.03,19
CLTIND01415,dormant,61555.75,13
CLTIND01417,dormant,1233.44,7
CLTIND01418,dormant,8893.84,27
CLTIND01419,dormant,733.76,21
CLTIND01420,dormant,1221.47,10
CLTIND01421,dormant,6298.95,15
CLTIND01422,dormant,12385.64,17
CLTIND01424,dormant,38215.46,18
CLTIND01425,dormant,36680.58,9
CLTIND01426,dormant,12943.69,17
CLTIND01428,dormant,1286.08,19
CLTIND01430,dormant,1458.13,8
CLTIND01431,dormant,8696.63,11
CLTIND01433,dormant,15865.0,5
CLTIND01434,dormant,12210.79,11
CLTIND01435,dormant,12779.47,9
CLTIND01436,dormant,6701.9,8
CLTIND01437,dormant,802.97,8
CLTIND01439,dormant,16225.58,15
CLTIND01440,dormant,669.77,10
CLTIND01441,dormant,15763.96,6
CLTIND01442,dormant,1376.07,11
CLTIND01443,dormant,1054.58,5
CLTIND01444,dormant,20654.54,12
CLTIND01447,dormant,3691.57,17
CLTIND01448,dormant,1010.84,9
CLTIND01449,dormant,3583.47,10
CLTIND01451,dormant,5618.68,11
CLTIND01452,dormant,1729.56,12
CLTIND01453,dormant,2092.62,11
CLTIND01454,dormant,2946.88,8
CLTIND01456,dormant,19571.42,5
CLTIND01457,dormant,2949.25,10
CLTIND01458,dormant,2726.71,2
CLTIND01459,dormant,1687.61,12
CLTIND01460,dormant,949.72,7
CLTIND01461,dormant,5248.65,10
CLTIND01462,dormant,769.81,10
CLTIND01463,dormant,27951.22,11
CLTIND01464,dormant,2289.68,17
CLTIND01465,dormant,1320.31,6
CLTIND01466,dormant,32594.17,19
CLTIND01467,dormant,2010.92,4
CLTIND01468,dormant,12183.29,10
CLTIND01469,dormant,2359.62,6
CLTIND01470,dormant,169.39,6
CLTIND01471,dormant,3398.24,11
CLTIND01473,dormant,1569.58,18
CLTIND01474,dormant,7352.64,9
CLTIND01476,dormant,1257.11,7
CLTIND01477,dormant,7977.8,12
CLTIND01478,dormant,11047.58,13
CLTIND01479,dormant,1449.58,1
CLTIND01480,dormant,833.79,6
CLTIND01482,dormant,2861.78,5
CLTIND01483,dormant,15083.8,22
CLTIND01484,dormant,815.37,18
CLTIND01485,dormant,3014.67,13
CLTIND01487,dormant,4967.01,21
CLTIND01489,dormant,6803.77,14
CLTIND01491,dormant,1615.28,8
CLTIND01492,dormant,1800.37,16
CLTIND01496,dormant,2362.67,5
CLTIND01497,dormant,3152.86,11
CLTIND01498,dormant,1594.3,10
CLTIND01499,dormant,1734.54,19
CLTIND01500,dormant,468.45,12
CLTIND01501,dormant,1835.32,11
CLTIND01502,dormant,14531.67,10
CLTIND01503,dormant,7783.65,8
CLTIND01504,dormant,868.85,10
CLTIND01505,dormant,1222.58,7
CLTIND01506,dormant,1028.02,9
CLTIND01507,dormant,664.4,5
CLTIND01508,dormant,9778.07,20
CLTIND01509,dormant,5896.21,18
CLTIND01510,dormant,1026.77,6
CLTIND01512,dormant,1392.74,7
CLTIND01513,dormant,390.73,5
CLTIND01514,dormant,2400.82,3
CLTIND01515,dormant,3299.76,9
CLTIND01516,dormant,2791.54,7
CLTIND01517,dormant,3343.31,12
CLTIND01518,dormant,4451.43,9
CLTIND01519,dormant,11167.68,8
CLTIND01520,dormant,1057.36,11
CLTIND01521,dormant,1907.31,6
CLTIND01522,dormant,1427.38,17
CLTIND01523,dormant,6546.14,6
CLTIND01524,dormant,569.47,12
CLTIND01525,dormant,686.9,9
CLTIND01526,dormant,5262.54,8
CLTIND01527,dormant,2318.83,9
CLTIND01528,dormant,1681.39,5
CLTIND01529,dormant,1161.67,7
CLTIND01530,dormant,8275.73,12
CLTIND01531,dormant,1842.62,11
CLTIND01533,dormant,638.66,9
CLTIND01535,dormant,32270.05,21
CLTIND01537,dormant,3886.47,12
CLTIND01538,dormant,1402.91,7
CLTIND01539,dormant,2362.43,10
CLTIND01540,dormant,1049.59,24
CLTIND01541,dormant,2485.78,16
CLTIND01542,dormant,2820.47,5
CLTIND01543,dormant,1059.45,10
CLTIND01544,dormant,3255.82,7
CLTIND01545,dormant,2533.85,7
CLTIND01547,dormant,907.29,8
CLTIND01548,dormant,214.69,16
CLTIND01549,dormant,6942.9,5
CLTIND01550,dormant,1389.11,4
CLTIND01552,dormant,1556.73,11
CLTIND01554,dormant,2686.64,9
CLTIND01555,dormant,2120.82,22
CLTIND01556,dormant,4842.88,8
CLTIND01557,dormant,2067.99,17
CLTIND01558,dormant,12898.18,2
CLTIND01559,dormant,7521.82,3
CLTIND01562,dormant,2730.52,12
CLTIND01564,dormant,1865.9,6
CLTIND01565,dormant,2600.83,5
CLTIND01566,dormant,3531.3,10
CLTIND01567,dormant,371.34,7
CLTIND01569,dormant,3797.41,5
CLTIND01571,dormant,198.69,4
CLTIND01572,dormant,5899.99,14
CLTIND01573,dormant,3379.23,6
CLTIND01575,dormant,2630.84,4
CLTIND01576,dormant,2379.42,8
CLTIND01577,dormant,9418.11,16
CLTIND01579,dormant,4790.14,11
CLTIND01580,dormant,1505.53,10
CLTIND01581,dormant,1415.25,14
CLTIND01582,dormant,1644.55,11
CLTIND01583,dormant,5262.07,17
CLTIND01584,dormant,665.33,8
CLTIND01585,dormant,1045.74,7
CLTIND01586,dormant,3286.53,8
CLTIND01587,dormant,419.74,6
CLTIND01588,dormant,7113.05,15
CLTIND01589,dormant,493.0,18
CLTIND01590,dormant,5718.22,10
CLTIND01592,dormant,1305.75,10
CLTIND01593,dormant,56322.16,11
CLTIND01595,dormant,2916.86,11
CLTIND01596,dormant,1151.09,6
CLTIND01597,dormant,1793.75,8
CLTIND01598,dormant,7000.54,15
CLTIND01599,dormant,1934.26,6
CLTIND01601,dormant,2816.06,4
CLTIND01603,dormant,14509.12,6
CLTIND01604,dormant,379.08,3
CLTIND01607,dormant,7847.24,7
CLTIND01608,dormant,9466.36,3
CLTIND01609,dormant,318.92,8
CLTIND01610,dormant,6389.82,8
CLTIND01611,dormant,2344.51,12
CLTIND01612,dormant,16164.45,12
CLTIND01613,dormant,8674.81,10
CLTIND01615,dormant,5648.2,6
CLTIND01616,dormant,9616.43,15
CLTIND01617,dormant,5178.74,9
CLTIND01618,dormant,6555.65,12
CLTIND01619,dormant,10905.12,11
CLTIND01620,dormant,40582.44,18
CLTIND01621,dormant,3355.15,15
CLTIND01622,dormant,456.82,16
CLTIND01623,dormant,1466.65,14
CLTIND01624,dormant,1240.47,14
CLTIND01626,dormant,678.82,7
CLTIND01627,dormant,1957.09,16
CLTIND01628,dormant,1171.6,10
CLTIND01630,dormant,2369.36,12
CLTIND01631,dormant,3736.81,15
CLTIND01632,dormant,592.84,6
CLTIND01633,dormant,9947.93,3
CLTIND01634,dormant,11266.93,11
CLTIND01636,dormant,3763.05,4
CLTIND01637,dormant,4497.04,17
CLTIND01638,dormant,3462.82,6
CLTIND01639,dormant,252.23,6
CLTIND01640,dormant,6426.67,23
CLTIND01641,dormant,4124.96,12
CLTIND01642,dormant,2033.76,6
CLTIND01643,dormant,807.52,16
CLTIND01644,dormant,2269.83,13
CLTIND01646,dormant,21171.29,10
CLTIND01648,dormant,18907.77,10
CLTIND01650,dormant,7135.62,9
CLTIND01651,dormant,3245.3,4
CLTIND01653,dormant,4619.18,11
CLTIND01654,dormant,397.16,8
CLTIND01655,dormant,4152.72,13
CLTIND01656,dormant,2240.76,14
CLTIND01658,dormant,2957.62,7
CLTIND01659,dormant,1504.7,10
CLTIND01660,dormant,5417.33,6
CLTIND01663,dormant,2188.7,8
CLTIND01664,dormant,1851.12,12
CLTIND01665,dormant,4607.45,10
CLTIND01667,dormant,10544.81,14
CLTIND01668,dormant,33317.35,8
CLTIND01669,dormant,10166.35,16
CLTIND01670,dormant,4140.3,24
CLTIND01672,dormant,4433.42,20
CLTIND01673,dormant,22656.03,8
CLTIND01674,dormant,21798.26,5
CLTIND01675,dormant,783.89,7
CLTIND01676,dormant,1093.82,9
CLTIND01677,dormant,2466.05,13
CLTIND01678,dormant,7073.1,15
CLTIND01679,dormant,2460.34,12
CLTIND01680,dormant,1197.51,4
CLTIND01681,dormant,5078.32,19
CLTIND01683,dormant,3373.4,6
CLTIND01684,dormant,14719.98,13
CLTIND01685,dormant,762.73,6
CLTIND01686,dormant,2746.31,21
CLTIND01687,dormant,2398.58,13
CLTIND01688,dormant,3875.62,4
CLTIND01689,dormant,4835.22,11
CLTIND01690,dormant,3785.23,8
CLTIND01692,dormant,3011.08,9
CLTIND01693,dormant,2164.12,8
CLTIND01694,dormant,4226.72,6
CLTIND01695,dormant,1472.67,4
CLTIND01697,dormant,10595.77,9
CLTIND01698,dormant,5951.58,7
CLTIND01700,dormant,3930.93,8
CLTIND01701,dormant,1224.61,13
CLTIND01703,dormant,6606.67,8
CLTIND01704,dormant,13447.91,10
CLTIND01705,dormant,2459.32,15
CLTIND01706,dormant,14149.82,16
CLTIND01707,dormant,1408.44,15
CLTIND01708,dormant,1915.37,12
CLTIND01709,dormant,5316.85,10
CLTIND01710,dormant,3672.22,14
CLTIND01711,dormant,811.59,23
CLTIND01712,dormant,12002.59,11
CLTIND01713,dormant,11526.48,10
CLTIND01715,dormant,2265.04,4
CLTIND01716,dormant,5491.76,7
CLTIND01717,dormant,2976.27,14
CLTIND01718,dormant,37365.52,14
CLTIND01719,dormant,3502.39,13
CLTIND01720,dormant,1237.95,20
CLTIND01722,dormant,12115.83,20
CLTIND01723,dormant,206.81,9
CLTIND01725,dormant,3193.98,8
CLTIND01727,dormant,263.67,7
CLTIND01728,dormant,7707.1,9
CLTIND01729,dormant,2548.57,9
CLTIND01730,dormant,3844.16,8
CLTIND01731,dormant,3039.5,6
CLTIND01733,dormant,1610.69,14
CLTIND01734,dormant,12632.99,5
CLTIND01735,dormant,1436.8,6
CLTIND01736,dormant,1324.31,24
CLTIND01738,dormant,31722.96,19
CLTIND01739,dormant,337.11,3
CLTIND01741,dormant,1457.86,6
CLTIND01742,dormant,4815.58,12
CLTIND01743,dormant,2954.08,11
CLTIND01744,dormant,4033.33,9
CLTIND01745,dormant,8595.08,10
CLTIND01746,dormant,257.87,10
CLTIND01748,dormant,4212.93,9
CLTIND01750,dormant,18807.9,13
CLTIND01751,dormant,15626.12,9
CLTIND01752,dormant,12579.95,14
CLTIND01753,dormant,4409.77,3
CLTIND01754,dormant,2425.23,14
CLTIND01755,dormant,553.28,5
CLTIND01756,dormant,3654.69,17
CLTIND01757,dormant,5046.64,20
CLTIND01758,dormant,3595.99,6
CLTIND01759,dormant,6735.75,12
CLTIND01760,dormant,2549.09,6
CLTIND01761,dormant,4481.25,10
CLTIND01762,dormant,2385.14,2
CLTIND01763,dormant,20354.47,21
CLTIND01764,dormant,22799.59,15
CLTIND01765,dormant,4081.66,10
CLTIND01766,dormant,1303.61,12
CLTIND01768,dormant,4330.41,10
CLTIND01770,dormant,835.62,4
CLTIND01771,dormant,5401.64,15
CLTIND01772,dormant,3341.16,11
CLTIND01773,dormant,2238.95,9
CLTIND01774,dormant,593.11,17
CLTIND01775,dormant,1079.24,13
CLTIND01776,dormant,32696.8,11
CLTIND01777,dormant,1823.45,9
CLTIND01778,dormant,5947.57,5
CLTIND01779,dormant,1171.43,5
CLTIND01780,dormant,3556.91,13
CLTIND01781,dormant,3882.89,13
CLTIND01782,dormant,3953.88,21
CLTIND01784,dormant,2562.67,12
CLTIND01785,dormant,6326.96,8
CLTIND01786,dormant,337.36,12
CLTIND01787,dormant,710.18,7
CLTIND01789,dormant,1251.39,9
CLTIND01790,dormant,2359.69,3
CLTIND01791,dormant,4216.47,8
CLTIND01792,dormant,6306.63,5
CLTIND01793,dormant,5853.37,12
CLTIND01794,dormant,8457.82,6
CLTIND01796,dormant,29769.05,13
CLTIND01797,dormant,978.2,2
CLTIND01799,dormant,4419.8,9
CLTIND01800,dormant,1706.53,6
CLTIND01801,dormant,456.75,8
CLTIND01802,dormant,3636.5,4
CLTIND01803,dormant,4830.73,13
CLTIND01805,dormant,2366.26,8
CLTIND01806,dormant,6416.47,15
CLTIND01808,dormant,21184.09,16
CLTIND01809,dormant,1211.68,20
