client_id,segment,avg_monthly_balance,max_monthly_balance,txn_frequency_monthly,avg_txn_amount,days_since_last_txn
CLTIND01237,priority,17628.84,38113.68,17,4555.305,3
CLTIND01238,regular,3351.41,5399.02,15,2191.815,33
CLTIND01239,dormant,13756.41,21693.93,3,2742.5933333333337,39
CLTIND01240,dormant,5521.23,12584.91,6,4807.490000000001,26
CLTIND01241,dormant,445.65,629.12,7,4515.11,89
CLTIND01242,dormant,5084.88,10761.74,7,1370.315,22
CLTIND01243,regular,22463.11,32809.41,18,3264.9919999999997,32
CLTIND01244,regular,6130.18,8098.47,16,4358.63375,66
CLTIND01245,dormant,7727.63,13259.33,8,2861.5299999999997,90
CLTIND01246,regular,1118.29,2155.96,19,4515.652,77
CLTIND01247,priority,8105.95,16658.04,19,3296.04,8
CLTIND01249,dormant,2875.56,4858.9,6,583.52,11
CLTIND01250,regular,4653.62,7121.27,21,4041.14,3
CLTIND01251,regular,7865.77,14522.35,13,2006.87,71
CLTIND01253,dormant,10226.62,20937.63,8,4383.5633333333335,32
CLTIND01254,priority,21873.59,38463.41,22,679.61,16
CLTIND01255,priority,5474.52,11569.71,17,3449.697142857143,12
CLTIND01256,priority,10254.81,14105.08,17,3082.032857142857,10
CLTIND01257,priority,8725.36,20572.65,20,5142.048333333333,12
CLTIND01258,regular,973.71,1409.89,12,2010.96,46
CLTIND01260,dormant,5648.53,13654.3,10,3373.1377777777775,95
CLTIND01261,dormant,11747.83,23784.86,20,3641.98,98
CLTIND01265,regular,26025.05,56631.21,29,1319.98,47
CLTIND01266,regular,2704.93,3976.71,9,3520.85,30
CLTIND01267,regular,5077.44,8639.63,15,1980.8533333333332,22
CLTIND01269,dormant,650.94,1340.25,8,2331.5628571428574,131
CLTIND01270,regular,659.21,1616.13,18,1667.57,5
CLTIND01271,regular,1247.52,2368.03,11,1556.615,14
CLTIND01272,regular,3223.94,7039.86,10,3512.0275,34
CLTIND01273,regular,1589.69,2459.77,10,2902.168333333333,24
CLTIND01274,dormant,1495.09,1787.09,5,3436.5586666666663,85
CLTIND01276,regular,2263.76,4332.0,18,2710.6,7
CLTIND01278,dormant,3366.46,7186.58,6,1902.0149999999999,32
CLTIND01280,regular,2230.74,3878.62,9,2257.185,28
CLTIND01281,priority,18395.67,20663.48,15,2833.633333333333,12
CLTIND01282,regular,2250.03,5119.36,13,4743.126666666667,24
CLTIND01283,regular,16189.2,24440.11,11,2470.3775,20
CLTIND01284,regular,3634.93,7496.8,17,7296.695,60
CLTIND01285,regular,3176.95,6411.77,16,2965.755,21
CLTIND01286,regular,5830.61,13435.35,14,975.0,88
CLTIND01287,dormant,5036.94,12195.26,7,4460.995,34
CLTIND01288,regular,5585.35,6506.81,20,2304.165,2
CLTIND01289,dormant,11260.34,24409.67,13,6172.5075,113
CLTIND01290,regular,1041.08,1287.32,17,3222.2666666666664,26
CLTIND01291,regular,1937.64,3846.79,15,4026.066666666667,62
CLTIND01292,dormant,1846.53,4013.85,11,3147.9133333333334,137
CLTIND01294,dormant,4450.84,10073.35,7,2946.693333333333,130
CLTIND01295,dormant,1368.79,2986.22,6,2112.545,147
CLTIND01296,dormant,1648.07,2789.08,12,3562.8540000000003,119
CLTIND01297,regular,3060.81,4329.49,10,3614.9,6
CLTIND01298,dormant,5221.1,8722.69,8,2943.878,50
CLTIND01299,regular,1540.76,3357.96,14,3258.67,6
CLTIND01300,regular,2141.75,5129.96,13,2590.885,9
CLTIND01301,regular,2473.13,3325.1,12,3077.9739999999997,7
CLTIND01302,regular,19610.66,33024.2,12,3350.9100000000003,58
CLTIND01303,regular,2560.38,4127.17,13,1449.32,2
CLTIND01304,regular,11350.09,15931.31,12,517.59,9
CLTIND01305,regular,2058.56,3624.11,15,2838.834,16
CLTIND01306,regular,8301.75,14493.9,13,1912.9550000000002,46
CLTIND01308,dormant,649.74,720.35,6,1138.06,122
CLTIND01310,dormant,3002.93,6663.45,8,1719.81,63
CLTIND01311,regular,18111.92,34308.56,11,3384.3783333333336,19
CLTIND01312,regular,17132.41,41852.89,11,1491.685,9
CLTIND01313,dormant,2738.38,3505.24,6,2963.4375,94
CLTIND01315,regular,1078.58,2557.06,12,2709.94,9
CLTIND01316,priority,37462.97,86438.06,15,2440.4500000000003,13
CLTIND01317,regular,2888.17,3230.2,15,4684.82,5
CLTIND01318,dormant,3909.97,6115.62,4,495.1,41
CLTIND01319,regular,7099.48,17444.35,18,3085.2833333333333,32
CLTIND01320,regular,1000.32,2036.01,18,1333.9075,50
CLTIND01322,priority,10613.77,18693.27,15,5084.315,4
CLTIND01323,priority,15614.32,37150.15,13,4217.5875,10
CLTIND01324,dormant,2552.42,5572.58,3,3054.2244444444445,23
CLTIND01325,dormant,701.83,1320.45,3,723.08,18
CLTIND01326,regular,3145.96,6317.68,9,2572.4533333333334,77
CLTIND01327,priority,8431.89,21007.13,18,632.2,9
CLTIND01329,dormant,2166.08,4556.92,7,1308.92,22
CLTIND01330,dormant,3264.53,4293.14,8,2023.415,80
CLTIND01331,dormant,10786.67,12903.62,7,2679.85,22
CLTIND01334,regular,2269.83,3413.52,10,3609.9275000000002,69
CLTIND01336,dormant,1456.35,2515.75,6,1937.1,12
CLTIND01338,dormant,6016.91,9640.5,6,4070.27,52
CLTIND01339,regular,1927.67,3702.79,20,3609.4775,40
CLTIND01340,regular,3241.17,6452.38,11,3790.644285714286,12
CLTIND01341,regular,9901.61,22872.24,13,2155.05,59
CLTIND01343,dormant,4063.73,8780.33,16,2902.442,111
CLTIND01344,regular,3521.62,5938.33,9,2452.514,18
CLTIND01345,dormant,315.24,460.2,3,2128.88,56
CLTIND01346,regular,4104.56,9584.57,10,1236.6799999999998,23
CLTIND01348,regular,24000.02,31331.31,10,3574.59,11
CLTIND01349,regular,1840.79,4071.87,11,3066.9275,13
CLTIND01350,dormant,343.25,568.29,4,2698.901,3
CLTIND01351,dormant,9410.61,23324.94,5,3942.23,15
CLTIND01352,dormant,1582.54,2362.66,7,3705.0354545454543,32
CLTIND01353,regular,12529.67,16526.27,13,4793.314,66
CLTIND01354,priority,13063.17,22918.85,14,3543.7599999999998,29
CLTIND01355,priority,6520.5,10506.96,15,3727.27,16
CLTIND01356,dormant,5567.78,12739.23,5,3521.8450000000003,29
CLTIND01357,dormant,1885.74,4391.73,6,2335.635,39
CLTIND01358,dormant,30281.24,57988.84,15,3113.94,103
CLTIND01360,priority,20374.25,46205.39,16,3218.5800000000004,1
CLTIND01362,dormant,10101.13,19287.59,8,2674.0833333333335,198
CLTIND01363,dormant,4270.23,10551.97,6,3257.16,12
CLTIND01364,priority,6479.43,13026.72,19,3351.1428571428573,10
CLTIND01365,dormant,1578.76,2973.26,6,3126.9983333333334,15
CLTIND01366,regular,4036.93,5952.44,10,3266.013333333334,47
CLTIND01367,dormant,5830.48,10630.17,3,4084.0338461538463,76
CLTIND01368,dormant,817.5,1041.39,8,4415.4825,27
CLTIND01370,regular,3423.61,4694.57,21,891.4,88
CLTIND01371,regular,6416.46,11262.13,16,2049.95,46
CLTIND01372,regular,4775.65,9037.79,10,3280.47,71
CLTIND01374,dormant,2791.18,5753.03,18,2787.0525,0
CLTIND01375,regular,1476.23,3564.7,10,2183.5414285714287,3
CLTIND01376,dormant,6376.54,7041.33,7,2107.6000000000004,22
CLTIND01379,dormant,639.59,804.42,5,3260.1875000000005,14
CLTIND01380,dormant,5552.53,7010.0,7,3816.68,12
CLTIND01381,regular,5374.14,7090.41,14,2585.62,22
CLTIND01382,dormant,4463.55,5675.86,5,8320.17,13
CLTIND01383,dormant,29585.65,59840.68,4,2964.49,4
CLTIND01384,regular,6940.86,13952.02,12,3633.2033333333334,11
CLTIND01385,priority,35673.87,83285.93,15,2626.16,5
CLTIND01386,dormant,1661.67,3984.23,9,3496.6633333333334,132
CLTIND01387,dormant,1653.76,2185.47,8,3339.758333333333,45
CLTIND01388,dormant,10718.93,15255.1,7,2072.9855555555555,68
CLTIND01389,regular,2425.21,2856.27,10,4348.99,65
CLTIND01390,regular,4590.34,5624.48,13,2501.665,9
CLTIND01391,regular,1861.74,4120.47,17,427.89,76
CLTIND01392,dormant,3223.12,6477.01,8,3542.4533333333334,2
CLTIND01393,regular,15117.44,27055.76,15,1137.1833333333334,32
CLTIND01394,regular,3669.14,8418.76,17,3773.25,4
CLTIND01395,regular,5085.09,9090.36,31,3114.19125,2
CLTIND01397,regular,933.61,1114.67,11,3845.92,40
CLTIND01398,regular,23398.07,41763.79,21,1404.91,44
CLTIND01399,dormant,5218.64,9402.54,7,3437.183333333333,285
CLTIND01400,regular,9088.37,10355.07,11,4858.715,87
CLTIND01401,dormant,2986.37,6152.39,24,2745.9445454545453,132
CLTIND01402,regular,17609.43,30727.31,12,832.332,8
CLTIND01403,regular,5448.57,8211.98,9,3046.834444444444,22
CLTIND01405,regular,2082.06,5051.88,11,1746.6866666666665,22
CLTIND01406,regular,14867.92,23477.1,11,2904.556666666667,67
CLTIND01407,dormant,4983.24,10641.82,7,3047.5725,1
CLTIND01409,regular,2184.79,4957.04,12,3497.524,80
CLTIND01410,regular,3464.38,5451.66,20,4167.465,6
CLTIND01411,regular,2649.53,6235.47,11,2543.7833333333333,10
CLTIND01412,regular,2182.86,4899.31,11,3348.9900000000002,42
CLTIND01414,regular,1796.03,2083.9,19,1703.68,27
CLTIND01415,regular,61555.75,96408.57,13,4679.15,47
CLTIND01417,dormant,1233.44,2181.24,7,2691.89,4
CLTIND01418,priority,8893.84,9969.23,27,1467.13,19
CLTIND01419,regular,733.76,1369.92,21,760.56,17
CLTIND01420,dormant,1221.47,2847.09,10,3278.3255555555556,96
CLTIND01421,priority,6298.95,10246.56,15,3120.13,3
CLTIND01422,regular,12385.64,24024.77,17,1788.88,68
CLTIND01424,priority,38215.46,95190.19,18,2122.37,22
CLTIND01425,regular,36680.58,89312.26,9,2364.93,20
CLTIND01426,regular,12943.69,26671.59,17,1572.875,89
CLTIND01428,regular,1286.08,2429.5,19,6943.015,30
CLTIND01430,dormant,1458.13,2447.51,8,4121.805,52
CLTIND01431,regular,8696.63,18285.12,11,7158.15,28
CLTIND01433,dormant,15865.0,34248.42,5,2133.28,21
CLTIND01434,regular,12210.79,23853.85,11,2997.292,88
CLTIND01435,regular,12779.47,30231.83,9,1775.7,14
CLTIND01436,dormant,6701.9,12388.76,8,2080.366666666667,39
CLTIND01437,dormant,802.97,1982.63,8,2912.1639999999998,96
CLTIND01439,regular,16225.58,22271.22,15,3182.7364285714284,76
CLTIND01440,regular,669.77,1371.69,10,3249.1049999999996,5
CLTIND01441,dormant,15763.96,23443.54,6,1659.1145454545456,62
CLTIND01442,regular,1376.07,1686.67,11,2828.5525,16
CLTIND01443,dormant,1054.58,2071.49,5,3869.21,89
CLTIND01444,regular,20654.54,34709.57,12,2536.945,4
CLTIND01447,regular,3691.57,8214.3,17,1876.3249999999998,41
CLTIND01448,dormant,1010.84,1515.99,9,3256.55,104
CLTIND01449,regular,3583.47,5250.69,10,1941.4533333333336,10
CLTIND01451,dormant,5618.68,8190.55,11,2172.6875,119
CLTIND01452,dormant,1729.56,3488.88,12,2985.01,214
CLTIND01453,dormant,2092.62,2398.97,11,3575.1925,121
CLTIND01454,dormant,2946.88,4040.29,8,2339.23,2
CLTIND01456,dormant,19571.42,42724.48,5,2702.3599999999997,17
CLTIND01457,regular,2949.25,3708.1,10,2074.55,3
CLTIND01458,dormant,2726.71,3827.32,2,2826.734,56
CLTIND01459,dormant,1687.61,3751.25,12,1742.14,108
CLTIND01460,dormant,949.72,2060.31,7,2184.7375,15
CLTIND01461,regular,5248.65,10803.85,10,2725.325,43
CLTIND01462,regular,769.81,1631.0,10,2560.81,81
CLTIND01463,regular,27951.22,39277.49,11,4346.062,15
CLTIND01464,dormant,2289.68,3855.62,17,4849.46,0
CLTIND01465,dormant,1320.31,1934.52,6,7655.243333333333,67
CLTIND01466,regular,32594.17,39792.13,19,2810.9,31
CLTIND01467,dormant,2010.92,4271.02,4,2627.261,19
CLTIND01468,regular,12183.29,16726.72,10,2267.8366666666666,48
CLTIND01469,dormant,2359.62,4297.67,6,2464.68,19
CLTIND01470,dormant,169.39,210.88,6,4188.79,232
CLTIND01471,regular,3398.24,4881.84,11,6239.406666666667,29
CLTIND01473,regular,1569.58,3285.93,18,1444.16,89
CLTIND01474,regular,7352.64,9889.45,9,3027.8574999999996,4
CLTIND01476,dormant,1257.11,2391.03,7,2906.7144444444443,17
CLTIND01477,regular,7977.8,17569.65,12,2414.942222222222,1
CLTIND01478,dormant,11047.58,16166.63,13,2550.983333333333,219
CLTIND01479,dormant,1449.58,1788.99,1,2661.965,19
CLTIND01480,dormant,833.79,1203.57,6,4707.965,28
CLTIND01482,dormant,2861.78,5446.16,5,2872.975,44
CLTIND01483,dormant,15083.8,24056.04,22,4032.2257142857147,144
CLTIND01484,regular,815.37,1918.21,18,864.08,9
CLTIND01485,regular,3014.67,4928.98,13,8987.83,19
CLTIND01487,priority,4967.01,12054.43,21,3319.463333333333,7
CLTIND01489,regular,6803.77,8316.64,14,3069.08,77
CLTIND01491,dormant,1615.28,3179.86,8,3225.382,145
CLTIND01492,regular,1800.37,3408.11,16,3231.68,13
CLTIND01496,dormant,2362.67,4279.05,5,2834.0466666666666,58
CLTIND01497,regular,3152.86,7783.17,11,1504.836,4
CLTIND01498,regular,1594.3,3752.61,10,3498.395,74
CLTIND01499,regular,1734.54,2009.0,19,866.17,36
CLTIND01500,regular,468.45,704.95,12,5745.42,71
CLTIND01501,regular,1835.32,3086.31,11,343.845,32
CLTIND01502,regular,14531.67,30340.94,10,3153.572,12
CLTIND01503,dormant,7783.65,17762.1,8,4134.916,1
CLTIND01504,regular,868.85,1341.69,10,5099.05,1
CLTIND01505,dormant,1222.58,1612.87,7,6558.678,66
CLTIND01506,regular,1028.02,1551.88,9,3506.29,52
CLTIND01507,dormant,664.4,752.94,5,4739.0,77
CLTIND01508,regular,9778.07,17135.93,20,2398.48,51
CLTIND01509,regular,5896.21,9306.14,18,2155.3045454545454,16
CLTIND01510,dormant,1026.77,1130.25,6,4199.735000000001,70
CLTIND01512,dormant,1392.74,3269.3,7,3723.5775000000003,57
CLTIND01513,dormant,390.73,480.09,5,2905.8366666666666,4
CLTIND01514,dormant,2400.82,5848.67,3,6018.49,1
CLTIND01515,regular,3299.76,7946.09,9,1658.58,41
CLTIND01516,dormant,2791.54,6129.15,7,3328.9700000000003,16
CLTIND01517,regular,3343.31,7372.21,12,1508.974,19
CLTIND01518,dormant,4451.43,10102.06,9,4745.02,134
CLTIND01519,dormant,11167.68,27775.24,8,3737.2999999999997,30
CLTIND01520,regular,1057.36,2584.78,11,2113.05,41
CLTIND01521,dormant,1907.31,3419.55,6,2560.2722222222224,39
CLTIND01522,regular,1427.38,1964.33,17,3392.135,78
CLTIND01523,dormant,6546.14,8123.89,6,2488.93,134
CLTIND01524,regular,569.47,1001.06,12,919.41,10
CLTIND01525,regular,686.9,1580.28,9,3532.7799999999997,1
CLTIND01526,dormant,5262.54,9913.55,8,2473.915,128
CLTIND01527,dormant,2318.83,2837.89,9,2376.7133333333336,113
CLTIND01528,dormant,1681.39,3162.09,5,2486.14,79
CLTIND01529,dormant,1161.67,2739.78,7,7842.22,131
CLTIND01530,regular,8275.73,15959.1,12,4678.99,38
CLTIND01531,regular,1842.62,4019.04,11,2683.234,30
CLTIND01533,regular,638.66,1254.64,9,2174.66,18
CLTIND01535,regular,32270.05,77974.18,21,625.19,31
CLTIND01537,regular,3886.47,6865.58,12,4094.238571428571,73
CLTIND01538,dormant,1402.91,1747.23,7,2541.7966666666666,123
CLTIND01539,regular,2362.43,2856.1,10,2266.0,44
CLTIND01540,regular,1049.59,1329.1,24,1864.4366666666667,9
CLTIND01541,regular,2485.78,3281.81,16,685.62,23
CLTIND01542,dormant,2820.47,6088.39,5,9161.68,32
CLTIND01543,regular,1059.45,1555.55,10,4462.925,31
CLTIND01544,dormant,3255.82,4351.25,7,1522.48,57
CLTIND01545,dormant,2533.85,5824.26,7,967.4899999999999,18
CLTIND01547,dormant,907.29,1515.13,8,2195.69,55
CLTIND01548,regular,214.69,390.57,16,2725.805,10
CLTIND01549,dormant,6942.9,11424.11,5,3200.9674999999997,24
CLTIND01550,dormant,1389.11,1863.83,4,1867.2654545454548,186
CLTIND01552,regular,1556.73,3879.48,11,4127.26,10
CLTIND01554,regular,2686.64,6449.08,9,3487.905,61
CLTIND01555,regular,2120.82,5008.49,22,3340.13,14
CLTIND01556,dormant,4842.88,7133.21,8,2017.165,4
CLTIND01557,regular,2067.99,2302.01,17,695.78,66
CLTIND01558,dormant,12898.18,19262.46,2,3293.0950000000003,9
CLTIND01559,dormant,7521.82,18611.51,3,3327.196363636364,23
CLTIND01562,dormant,2730.52,3281.46,12,3557.365,132
CLTIND01564,dormant,1865.9,4497.01,6,1561.63,220
CLTIND01565,dormant,2600.83,5025.8,5,1809.5233333333333,17
CLTIND01566,dormant,3531.3,6582.51,10,2416.725,134
CLTIND01567,dormant,371.34,768.85,7,2899.53,90
CLTIND01569,dormant,3797.41,7364.15,5,4698.613333333334,109
CLTIND01571,dormant,198.69,230.07,4,3437.9449999999997,6
CLTIND01572,regular,5899.99,7950.19,14,3224.0383333333334,22
CLTIND01573,dormant,3379.23,6864.96,6,3801.98,11
CLTIND01575,dormant,2630.84,6035.97,4,2398.5533333333333,32
CLTIND01576,dormant,2379.42,5356.74,8,3481.8050000000003,53
CLTIND01577,priority,9418.11,12417.15,16,3416.5409999999997,3
CLTIND01579,dormant,4790.14,9106.07,11,3855.32,114
CLTIND01580,dormant,1505.53,2578.61,10,6590.67,0
CLTIND01581,regular,1415.25,2290.99,14,3268.2566666666667,21
CLTIND01582,regular,1644.55,3393.78,11,3256.432857142857,27
CLTIND01583,priority,5262.07,11458.06,17,2680.2633333333333,18
CLTIND01584,dormant,665.33,1378.73,8,3912.6,80
CLTIND01585,dormant,1045.74,1876.19,7,3125.9674999999997,26
CLTIND01586,dormant,3286.53,4174.24,8,3252.9733333333334,85
CLTIND01587,dormant,419.74,472.89,6,1796.37,54
CLTIND01588,regular,7113.05,8272.32,15,2322.846,28
CLTIND01589,regular,493.0,856.1,18,2353.435,9
CLTIND01590,regular,5718.22,9408.67,10,788.72,53
CLTIND01592,regular,1305.75,1505.17,10,2368.745,43
CLTIND01593,regular,56322.16,106153.06,11,2014.0133333333333,38
CLTIND01595,regular,2916.86,6230.7,11,1731.97,1
CLTIND01596,dormant,1151.09,1751.77,6,10226.56,6
CLTIND01597,dormant,1793.75,3272.94,8,2799.18,36
CLTIND01598,regular,7000.54,15286.54,15,3183.3192307692307,78
CLTIND01599,dormant,1934.26,2721.32,6,3967.7124999999996,124
CLTIND01601,dormant,2816.06,4200.06,4,4451.022,25
CLTIND01603,dormant,14509.12,26576.03,6,2112.0550000000003,57
CLTIND01604,dormant,379.08,925.49,3,3450.752105263158,7
CLTIND01607,dormant,7847.24,13545.09,7,4179.713333333333,43
CLTIND01608,dormant,9466.36,22466.18,3,3500.9224999999997,7
CLTIND01609,dormant,318.92,428.33,8,3475.5488888888885,28
CLTIND01610,dormant,6389.82,12650.39,8,3296.111,52
CLTIND01611,regular,2344.51,3939.86,12,1913.435,16
CLTIND01612,regular,16164.45,32235.15,12,1431.155,34
CLTIND01613,regular,8674.81,17690.28,10,3423.656666666667,56
CLTIND01615,dormant,5648.2,9175.08,6,2519.518,75
CLTIND01616,priority,9616.43,17520.59,15,2386.563333333333,10
CLTIND01617,regular,5178.74,9186.51,9,2502.8033333333333,1
CLTIND01618,regular,6555.65,14135.49,12,2884.5633333333335,5
CLTIND01619,dormant,10905.12,13770.45,11,1054.38,240
CLTIND01620,priority,40582.44,86803.77,18,3889.5499999999997,26
CLTIND01621,regular,3355.15,4603.84,15,3239.91375,6
CLTIND01622,regular,456.82,1005.33,16,2914.435,29
CLTIND01623,regular,1466.65,3244.47,14,1696.5459999999998,1
CLTIND01624,regular,1240.47,2338.46,14,3620.726666666667,9
CLTIND01626,dormant,678.82,1615.91,7,3173.286666666667,103
CLTIND01627,regular,1957.09,2339.46,16,3611.405,31
CLTIND01628,regular,1171.6,2732.08,10,2064.668,27
CLTIND01630,regular,2369.36,2758.45,12,3627.853333333333,10
CLTIND01631,regular,3736.81,7937.51,15,2944.3333333333335,31
CLTIND01632,dormant,592.84,1480.05,6,3131.9,2
CLTIND01633,dormant,9947.93,20968.69,3,4148.42,14
CLTIND01634,regular,11266.93,25649.49,11,2824.338,25
CLTIND01636,dormant,3763.05,5086.18,4,6489.629999999999,28
CLTIND01637,dormant,4497.04,5115.2,17,3462.6366666666668,0
CLTIND01638,dormant,3462.82,6452.41,6,4074.34,30
CLTIND01639,dormant,252.23,483.78,6,2673.02,74
CLTIND01640,regular,6426.67,9170.84,23,5751.16,43
CLTIND01641,regular,4124.96,8435.19,12,3222.2075,24
CLTIND01642,dormant,2033.76,4943.08,6,2170.9066666666668,17
CLTIND01643,regular,807.52,1746.25,16,2028.571,21
CLTIND01644,regular,2269.83,3033.55,13,2216.7633333333333,41
CLTIND01646,regular,21171.29,42817.74,10,2663.425,70
CLTIND01648,regular,18907.77,44194.23,10,5635.018571428571,6
CLTIND01650,regular,7135.62,12485.81,9,1491.41,9
CLTIND01651,dormant,3245.3,4056.81,4,3505.2149999999997,41
CLTIND01653,regular,4619.18,5114.23,11,3069.9666666666667,3
CLTIND01654,dormant,397.16,779.95,8,2312.63,84
CLTIND01655,regular,4152.72,6539.22,13,2855.4525,13
CLTIND01656,regular,2240.76,5167.41,14,2421.96375,38
CLTIND01658,dormant,2957.62,4820.77,7,7908.02,18
CLTIND01659,regular,1504.7,2035.24,10,3559.215,3
CLTIND01660,dormant,5417.33,11152.99,6,2613.36,65
CLTIND01663,dormant,2188.7,4657.5,8,2035.99,1
CLTIND01664,regular,1851.12,3383.93,12,954.29,5
CLTIND01665,regular,4607.45,10411.38,10,2535.993333333334,50
CLTIND01667,priority,10544.81,23589.96,14,4009.955,16
CLTIND01668,dormant,33317.35,71982.43,8,2947.1542857142854,22
CLTIND01669,regular,10166.35,22184.17,16,3843.1549999999997,55
CLTIND01670,regular,4140.3,8058.38,24,1885.5133333333335,43
CLTIND01672,priority,4433.42,9785.28,20,3052.475,4
CLTIND01673,dormant,22656.03,26179.0,8,2152.97,20
CLTIND01674,dormant,21798.26,33539.42,5,2637.1,17
CLTIND01675,dormant,783.89,867.96,7,5054.286666666667,15
CLTIND01676,dormant,1093.82,2000.07,9,3959.1746666666663,91
CLTIND01677,regular,2466.05,4507.74,13,2970.725,43
CLTIND01678,dormant,7073.1,15784.32,15,3081.745,232
CLTIND01679,regular,2460.34,5717.75,12,3178.79,35
CLTIND01680,dormant,1197.51,2590.67,4,1930.65,25
CLTIND01681,regular,5078.32,11581.12,19,3268.8,74
CLTIND01683,dormant,3373.4,3785.55,6,8087.65,109
CLTIND01684,regular,14719.98,29400.86,13,2082.748,38
CLTIND01685,dormant,762.73,1716.47,6,4238.2300000000005,16
CLTIND01686,regular,2746.31,6008.4,21,3351.6575000000003,60
CLTIND01687,regular,2398.58,5489.58,13,3721.388,47
CLTIND01688,dormant,3875.62,6801.62,4,3233.763333333333,27
CLTIND01689,regular,4835.22,11721.4,11,5937.12,14
CLTIND01690,dormant,3785.23,4345.82,8,2627.77,41
CLTIND01692,regular,3011.08,5047.17,9,2594.0591666666664,59
CLTIND01693,dormant,2164.12,2544.0,8,1992.915,24
CLTIND01694,dormant,4226.72,6165.05,6,3502.96,32
CLTIND01695,dormant,1472.67,3450.82,4,1726.3425000000002,194
CLTIND01697,regular,10595.77,21615.25,9,1902.54,50
CLTIND01698,dormant,5951.58,9990.97,7,3839.9674999999997,53
CLTIND01700,dormant,3930.93,4750.28,8,4129.285,13
CLTIND01701,regular,1224.61,2973.52,13,2034.82,7
CLTIND01703,dormant,6606.67,10683.11,8,1743.9333333333334,35
CLTIND01704,regular,13447.91,31510.38,10,3678.418333333333,40
CLTIND01705,regular,2459.32,5091.3,15,4412.39,1
CLTIND01706,regular,14149.82,29135.42,16,2936.81,50
CLTIND01707,regular,1408.44,3200.07,15,2572.76,70
CLTIND01708,regular,1915.37,3396.38,12,2341.83,23
CLTIND01709,regular,5316.85,8718.21,10,3303.601176470588,65
CLTIND01710,regular,3672.22,7711.59,14,2541.41,6
CLTIND01711,regular,811.59,1470.98,23,3866.5733333333337,65
CLTIND01712,regular,12002.59,27936.39,11,2645.7854545454543,17
CLTIND01713,regular,11526.48,18911.68,10,3597.1366666666668,12
CLTIND01715,dormant,2265.04,4757.93,4,2782.115,117
CLTIND01716,dormant,5491.76,9242.18,7,3069.8333333333335,28
CLTIND01717,regular,2976.27,5388.49,14,7724.29,7
CLTIND01718,priority,37365.52,67089.06,14,504.13,26
CLTIND01719,regular,3502.39,7964.56,13,3169.475,40
CLTIND01720,regular,1237.95,1898.76,20,4733.055,56
CLTIND01722,priority,12115.83,20630.22,20,1134.59,5
CLTIND01723,regular,206.81,376.77,9,1216.07,11
CLTIND01725,dormant,3193.98,7552.94,8,3693.1725,22
CLTIND01727,dormant,263.67,460.83,7,3530.85,65
CLTIND01728,regular,7707.1,18354.35,9,2613.457,9
CLTIND01729,regular,2548.57,6061.69,9,2250.255,24
CLTIND01730,dormant,3844.16,4383.25,8,6474.285,5
CLTIND01731,dormant,3039.5,5066.63,6,1530.5,92
CLTIND01733,regular,1610.69,3711.37,14,1168.51,2
CLTIND01734,dormant,12632.99,14739.08,5,1990.718,61
CLTIND01735,dormant,1436.8,1996.58,6,2742.072,15
CLTIND01736,regular,1324.31,1509.07,24,1968.3833333333332,30
CLTIND01738,priority,31722.96,70797.28,19,2458.18,23
CLTIND01739,dormant,337.11,705.89,3,1577.3033333333333,1
CLTIND01741,dormant,1457.86,3110.89,6,3377.9725,34
CLTIND01742,regular,4815.58,9944.95,12,2815.7400000000002,40
CLTIND01743,regular,2954.08,6401.61,11,2745.6533333333336,3
CLTIND01744,regular,4033.33,9964.61,9,2010.305,2
CLTIND01745,regular,8595.08,18744.49,10,2097.132222222222,3
CLTIND01746,regular,257.87,348.51,10,2708.32,34
CLTIND01748,regular,4212.93,9306.49,9,3214.2,27
CLTIND01750,priority,18807.9,24729.77,13,6699.084999999999,30
CLTIND01751,dormant,15626.12,25527.66,9,633.99,92
CLTIND01752,priority,12579.95,22347.7,14,2808.752,1
CLTIND01753,dormant,4409.77,10415.98,3,4085.428888888889,3
CLTIND01754,regular,2425.23,4318.65,14,2140.828,19
CLTIND01755,dormant,553.28,1168.36,5,2861.0399999999995,11
CLTIND01756,regular,3654.69,6258.3,17,2144.03,76
CLTIND01757,regular,5046.64,7803.26,20,1591.62,17
CLTIND01758,dormant,3595.99,4855.91,6,1670.8514285714286,131
CLTIND01759,regular,6735.75,14835.21,12,3023.6245454545456,10
CLTIND01760,dormant,2549.09,5930.26,6,3480.4080000000004,19
CLTIND01761,regular,4481.25,11015.79,10,2888.344,65
CLTIND01762,dormant,2385.14,5286.7,2,1542.61,44
CLTIND01763,priority,20354.47,42661.09,21,3135.745,6
CLTIND01764,regular,22799.59,34200.2,15,1962.8799999999999,72
CLTIND01765,regular,4081.66,8759.81,10,2715.105,22
CLTIND01766,regular,1303.61,1510.01,12,2113.7257142857143,14
CLTIND01768,dormant,4330.41,5251.6,10,3212.805714285714,95
CLTIND01770,dormant,835.62,1855.53,4,6340.35,101
CLTIND01771,regular,5401.64,8431.36,15,1060.75,25
CLTIND01772,regular,3341.16,5931.49,11,2772.0275,16
CLTIND01773,regular,2238.95,4530.54,9,3345.918,58
CLTIND01774,regular,593.11,662.2,17,2669.6200000000003,2
CLTIND01775,regular,1079.24,2605.05,13,3469.9080000000004,43
CLTIND01776,regular,32696.8,59489.69,11,2995.32125,58
